customer_id,postal_code
4bd86694a0,49490.0
3f35126f3a,73772.0
9a15e50d1f,67378.0
178505343e,88576.0
39382642e1,83115.0
18fcf94590,63736.0
730063e4b9,51431.0
30d50e5d8d,49673.0
9fc4f078a1,60027.0
d2152f1b5f,40650.0
708e351a10,64646.0
1ac0893c75,12476.0
6147694f27,89192.0
fc1720915f,49803.0
1ecc710a57,47283.0
37fa80aa9f,73798.0
25fb0552c1,42185.0
2ff4f9044c,68821.0
7469300302,71150.0
ddccbcffa2,
6fd3d686e4,10847.0
1944dc3a7a,95538.0
a61f7c1d2f,44909.0
359562172a,72567.0
5dfef70928,24228.0
814477d8b0,24724.0
19c62c77cf,76373.0
5b9604b210,33780.0
4848ebed5e,55838.0
a955803024,58899.0
dd2bed8315,91609.0
6ada079495,60448.0
836d062124,
6ae3e3df6f,49764.0
6e2d81b99a,27244.0
8c6917abe9,79841.0
d029886c83,63889.0
f9d435dc22,10879.0
ab592c86b8,61163.0
671fea0162,14648.0
88daabd8d5,48274.0
468ab0a4a5,89437.0
4a31f8c439,65258.0
cbbbb16caf,49550.0
1f9c58ea57,93304.0
21c7ca9154,51546.0
2871c657c1,91698.0
5b10368ada,49676.0
5d12ec4631,73340.0
fbdd2c9220,48418.0
4e44276671,22253.0
45406d2f95,
e7e20a5a42,72911.0
aa8713a7df,49408.0
5c88c9526f,31515.0
5765210e05,54533.0
57fda698f8,72273.0
688e08cb8a,42652.0
7adfe24ee2,49680.0
91b5083fdd,
97b353b8c2,16319.0
bd97035eb0,47138.0
fee71907be,49571.0
120b5538b1,48495.0
d8a9f8fc09,53608.0
0205848be1,
dd83d8ebff,33769.0
1264dd03b4,22632.0
a532d9c986,9352.0
704dcde92f,34621.0
f690e31716,19380.0
4408e4936a,70521.0
1adfc68488,
ee2113c7f9,18248.0
a9beae1ca4,96587.0
5289aaf61b,75229.0
14e1416268,1911.0
5246d95939,30938.0
1bdbcf63a5,82171.0
2fe86207a8,
c775c927eb,
a91d9f0029,29541.0
6934e68730,33835.0
144d8dccd3,49268.0
c1d5e2c5f0,79640.0
c34727264b,64684.0
8467c8d1be,37232.0
f6ae8365de,16656.0
a064f681e5,67207.0
f86b9811c6,78620.0
cdc8ef8dd0,40907.0
2fe93f33db,26882.0
feed8b871a,12405.0
c4109c4374,30248.0
11b2ec408b,81311.0
fad3e30189,73321.0
70bd0d7098,15584.0
d8f9ff8600,
176de29ab4,
3e1dca2e33,67528.0
3c9f4c028a,38636.0
39afb5be59,64304.0
96efc2c80a,47173.0
cfe5217f90,21749.0
d1304f46c8,73048.0
982645cd17,47754.0
c172c83f83,33791.0
c159ace7f1,71725.0
99cc6ce48b,60458.0
af029f6a9d,50785.0
f612da59f7,45543.0
d00f2d5459,13269.0
4c558874c1,34155.0
f9c070f9c0,44485.0
8874fb1c8a,38890.0
206d24b35c,14852.0
c0a4f40d32,81404.0
ac64ecd203,32858.0
186520186e,
8cd5fa56f8,26144.0
ca5771eabb,38159.0
95b3e7de4b,53773.0
878fd239b7,79607.0
812f921484,95604.0
5dd1c01032,65496.0
8def1640de,28883.0
4e4fc4eb87,99901.0
f141b977f0,71719.0
92527a640b,44444.0
5a3a2eba81,65309.0
a19072dc1b,59123.0
7f323f6b72,47451.0
6cbf426f00,64612.0
18ecc5b328,15749.0
16d5b08bc8,16382.0
ac6f18b488,14289.0
21d64ba952,16966.0
407ae0c531,89220.0
36ddd9aa5f,17559.0
e88a61e2be,29601.0
70d5526bbd,82225.0
070386b8f4,48370.0
6721079c29,65531.0
a55cdd72d1,59660.0
08ca432224,14285.0
11cdb76e87,63233.0
8498cd463d,75202.0
a1b6fd1c26,16813.0
ec5fc570fb,70436.0
6483ae71f7,29403.0
e2ddc29b3a,85576.0
157ff9a174,28900.0
31859dfded,
ac29a79e2b,85470.0
e4499accff,71457.0
e1e4f94362,28236.0
f7aaa86ae1,70252.0
c6bcf6af9c,38717.0
933c7ab728,59662.0
9b2f4385eb,16307.0
853c1569ac,21645.0
130bfef6a8,14269.0
5a6c36dfbe,64626.0
1b00c1c921,13499.0
b2b938dbbe,83088.0
ea7af762f2,82453.0
2ce18274f3,32813.0
b74278703e,33193.0
aa017bddda,
15292c28fd,77736.0
65c5f5e8f1,39524.0
d0f9c5e298,39545.0
df031d6e0e,86543.0
a41ce78406,63498.0
850464d63d,
3961facd21,
c24d243e64,99147.0
9374a2e8a5,23705.0
c8fa90511a,49281.0
05f83e42ab,49510.0
68b05a6637,25404.0
eb8da6cfbf,48594.0
96e4eab5fa,72896.0
d678c23c10,
4f5c9c6ca9,8026.0
30b1a05476,9280.0
617c34175e,82186.0
6e278de871,14062.0
c012d419e5,13300.0
4d2f8599c0,51144.0
724497feda,
b049005867,49881.0
a0a15d736d,12660.0
e7837ad579,38918.0
5e8a1aade8,12239.0
b6ce67621c,69517.0
36512514e0,
428c5316d2,15053.0
59187a47bc,22615.0
f1bb07c61f,69212.0
fbacd463b9,67862.0
cb22f6ce1d,8073.0
6bb0624ed5,51812.0
cf5d58a250,69320.0
af7adccf16,27830.0
c6710cbac9,48380.0
d103745ab0,71470.0
84c6817913,17525.0
b056893ae8,14268.0
dc6fea4838,10893.0
b03ac743f1,58198.0
442d75af1c,91413.0
26da40e591,14530.0
7480164805,
5ca88a6046,22585.0
64cf5787e2,22962.0
69e22d0924,16965.0
c714319206,15862.0
bb061db2e1,91657.0
20bbdddac0,41893.0
227e8af943,77692.0
401dee647b,70609.0
2c56388087,26964.0
83fcd2569e,7753.0
59a2198270,15949.0
30301c944b,74360.0
116874c76e,83043.0
ff85f0ebcf,46325.0
7e0697b944,78480.0
7b85e8a971,90469.0
dc392b5162,26183.0
49148a190c,51437.0
d0b3066695,60390.0
7825cc2d73,55151.0
c628da109a,65262.0
57ad7be2da,88471.0
334dd6f816,34336.0
3f4c723992,61465.0
41ddb3e092,15775.0
f57f45e08f,53978.0
64c743b623,24567.0
eef2588246,38727.0
00bfa5b690,67334.0
a7a3c98cf0,
65b6434280,86724.0
d9cb1b24ee,1545.0
da7592cb0f,68804.0
c207f68206,31206.0
aef108a818,59954.0
6e62f89290,
052d4ff2fc,48239.0
8d4b2e1ead,
18be65bd4a,31320.0
08eab196b2,87831.0
299a4eae37,
99c8b90983,46347.0
601fed6f80,4736.0
41fd3ea84f,75197.0
ac0b258986,
baeacd33be,65624.0
fc1f82ec1d,14289.0
ade49fb099,
594a43f810,77770.0
3deb83f1e4,4917.0
4ecc9f0262,60566.0
cf6ef3c899,72093.0
a7369b8670,97315.0
f93c4e49c8,40675.0
444a4a3cb1,64356.0
de9e35074e,75375.0
7d3edbb570,55261.0
6a755c5b8e,16462.0
103c689611,25588.0
171942789d,91417.0
e18d760f3f,18574.0
0536ef9431,1528.0
519998fcbc,70184.0
3532d0ef5f,38957.0
94610090f3,
a9d085faa9,13278.0
28f392559e,14254.0
717e89f8ce,27409.0
bdf10b7066,61362.0
5b620f025d,96517.0
9d1ca7744a,22489.0
4b651e82e2,26211.0
644e7a4a6a,49328.0
f16acbe0a5,78365.0
71cc732ab8,65815.0
16c21d77b2,25653.0
dfe0fe9b30,12586.0
afe43b6b48,82197.0
baa105d241,6919.0
339089ff8b,
eb4f6179e2,40659.0
94a82b9612,
486f5fd2e0,13504.0
88d340d881,92567.0
5305a423e8,4500.0
d35ce91599,14679.0
5761db24a3,58855.0
c2c3fd1c6c,93344.0
bf98b8930d,71772.0
0811692881,31038.0
4e2a3db661,
17b04c57f8,33803.0
7f43d7b42a,85210.0
953fe959e9,13548.0
f57729d2e7,21308.0
7015a58515,69642.0
113e0a309e,29620.0
c237c91f21,29303.0
75701c2b4e,49550.0
b54f7f0b7c,83103.0
bc5d544b55,47180.0
4f02d7f979,13595.0
b5963908e8,48661.0
c63a4388d1,91634.0
edfb22ab3d,48658.0
0e2093df34,14930.0
1b9a3cd0d7,26947.0
d00d2edceb,15035.0
5c3f13ff07,24627.0
48401dc788,29668.0
d063287f72,96409.0
61579e01ee,46512.0
8405018764,44326.0
75df2cfaed,27837.0
13f90a65e9,82140.0
8101473996,12561.0
940abad5c7,93253.0
72d7f5d996,61217.0
a6cb11ae50,48285.0
3fde13edd4,34167.0
4ce1fbcc7a,74660.0
ae1a001918,
45a12be0b9,
83ee1c92a1,40899.0
f697a60105,44432.0
0e86d3fb42,19332.0
5a26f19d92,
9482e91bae,
dbbd43e721,13536.0
f2cbf08fac,70570.0
4f6c9f703c,12428.0
8a512f8e18,85548.0
66af9addf5,51183.0
f764bee360,61532.0
0efd14f149,15893.0
ac1b0df89f,55500.0
a1191a2a8c,45761.0
b7c34bd6e4,45529.0
cd82125cfd,13462.0
f646856272,64796.0
37534a1b49,70250.0
aff55fd48e,71339.0
e703f07328,63152.0
be80428fde,
1cb5a3bc34,51559.0
5c75626035,48404.0
494e68d02f,49300.0
9a247eecad,12564.0
36da713976,60453.0
8930587673,71162.0
c44da79b57,32296.0
326ef2e98c,3067.0
0084602e94,21271.0
39dac178c4,35377.0
02207f7a55,67810.0
eac8d922f6,72510.0
6c607dba6d,23000.0
379e583cee,19308.0
36041cdaee,41104.0
50bfc8cceb,72525.0
c53c1f3881,48377.0
2860710e81,42229.0
4f904e8c4b,15422.0
1f6a6a07f4,48328.0
9b8d2bf6ca,
694f5f6c25,32091.0
638954890d,63248.0
5a0522d3b9,54640.0
c5618c6b56,33770.0
21a01d7fde,15881.0
662f2fe957,82448.0
0fd82152d2,22474.0
2caf016289,48575.0
28c2d7e5b7,10801.0
ae569390c4,44359.0
9bc4b08b0e,15856.0
58530b7ada,73300.0
098d4b7186,24559.0
acbeb6d0d6,22585.0
396b46ac7f,71767.0
2707a858a7,22982.0
aebd7e476e,16410.0
10c07186fc,40629.0
74b582a004,71689.0
b9caa35052,30203.0
e4bd7f9f34,
16a6faa58d,72152.0
8a486ebd30,70388.0
007e4307dd,51173.0
977f1f3d2f,31540.0
3ff1a32ccf,69161.0
03b2025246,91594.0
05f52cca8b,13604.0
cdd5545519,47600.0
cc293264fd,60429.0
a185169ea3,24747.0
8d1da0360b,40634.0
46ce9ebb44,15970.0
088bef2afe,15835.0
3530dc1b2a,34308.0
656e6ad629,38204.0
8d73d8a551,65437.0
00213565df,49657.0
14e31e295f,4425.0
54aec93a2a,40735.0
4603b6bd88,33534.0
d4fde91d98,23771.0
52a09f17df,53739.0
a60151cb04,85555.0
045ff51945,49888.0
7a4c63a943,16437.0
197ea8d98a,30990.0
936e5cabc2,40760.0
d675688846,15816.0
c475d8efa3,32308.0
4a858e8a5c,
12809bfda9,14853.0
22b37d2fbd,82517.0
efb8cf73d7,64733.0
907c483b90,14988.0
2cd0be86a6,52441.0
a5e434849e,82203.0
51320e75ee,91626.0
70d23562b9,18661.0
369bc51c67,79121.0
f401b3c8af,63671.0
b470f4d508,51467.0
f9fbdc14a4,58367.0
06f0930750,30970.0
abee83718d,59942.0
fbb2e9a02d,13523.0
5e1ced4e5f,71712.0
06ee27990f,74240.0
71d6d749e6,57309.0
31508faed3,
cefbc79573,12679.0
72907b38cc,29651.0
fb9f1919ee,72285.0
fe077b8b19,
671af0a0b5,52565.0
5d96b78610,
b9a0ce90f7,95564.0
287962b1bf,
c92cb66977,14841.0
8c921a2829,34226.0
36b4a06790,
ee18fddec1,72914.0
4c18d55cb1,
48c302cd75,69579.0
3734bfa0bc,45541.0
367261c1b5,59884.0
c8f78db57e,72592.0
0da8d165b5,54430.0
fd44535a59,23016.0
e6ccd7e287,12444.0
0758ef1e30,67442.0
8ea313da6f,50378.0
2d0f79b7a2,63638.0
ba54766ec2,83321.0
fe4c2581e8,28274.0
b854b3e7b5,22196.0
7230f51795,41875.0
5ab4337eda,89358.0
08d63c7025,15743.0
5267849465,93182.0
de2414e70b,17142.0
3e13e42e03,42642.0
5b556101ea,78559.0
1273bd85d2,65608.0
568376bbc7,
624fbca308,47155.0
5a934bad5e,37214.0
20022283cf,76145.0
a705c70965,96456.0
133c7d779e,57289.0
d29f63e565,12616.0
758a625452,67071.0
5657a7fc77,65202.0
194fa5750b,59613.0
6da5d9efb9,60495.0
e931c90c86,12446.0
f1bae73088,73043.0
b949f9a241,66869.0
09221fe538,59791.0
b4791b2033,25590.0
84d0e7dfae,59657.0
977c587261,34586.0
8478dd530f,21604.0
f8c189f1f2,
910e675f74,82217.0
3fd3d8e352,
0c3a532d20,24610.0
962f8f60f1,21365.0
f705e0e33a,26231.0
c65e4e79c1,70613.0
3b7cb59ed1,55300.0
24002bf168,73872.0
7acb4952f6,17522.0
90c61186c8,49604.0
24858a2d29,12353.0
412b3136ad,40610.0
aeba89755e,
1f62643dc7,49100.0
187f0e5e6a,86987.0
d40d639e51,22492.0
bdf676aa2f,33825.0
5b48ccea06,15389.0
2dcfad95e3,42765.0
5bb3005d0e,21321.0
60c1022d64,1192.0
d674672130,
438f5f6684,16299.0
5ebca1655d,59919.0
5d48bf54b5,66823.0
f2bbaad4e6,73482.0
ca8b981951,10951.0
d4efda7045,11040.0
69e74f9e45,70251.0
c502497dc7,48522.0
a60dfc60e4,48192.0
5e5f2976db,14297.0
0bda6a2e8c,23020.0
dcfc7cca71,1938.0
f4df70c1f1,70419.0
3c4148b283,53596.0
ef986e962f,13481.0
46fcfb421e,74238.0
2a5946dc7f,19086.0
12eeca5ffc,46469.0
85a43038ef,
aa1edee378,
81c4d6441a,76501.0
6b1c88f2d9,14600.0
58565d199b,49467.0
a570f63d61,47228.0
2aa224b09c,34243.0
a95495b5db,65249.0
cdd3a4a4c3,25535.0
d96af0171d,67124.0
08f7ebefcd,14621.0
141172b9db,12561.0
556c8b1499,47260.0
7831fa899a,
7ffdf73e9f,14581.0
36f401d492,
6690b13edc,55797.0
2f4a5ada9a,12209.0
386b9a9a43,33099.0
29e3a40e15,40673.0
9d9d548d42,48295.0
5f9f8b829e,33190.0
be327ad652,40583.0
a0a9465506,56376.0
a3539926d5,
bdc222f1b7,69228.0
3c1b805fcf,64706.0
9c1f294f2d,33741.0
15c3ea9d83,72510.0
2e697cf0f8,52606.0
f9a113926f,60453.0
3d478512b9,56312.0
9cc36d3bfe,2840.0
8f29c18e73,58603.0
431f86b959,25392.0
08f1cb3da0,70248.0
a80f40a730,33708.0
a0567baa5f,86997.0
e13cadaa1f,85321.0
6fcc5258df,14217.0
99a90117f9,17066.0
9f932c28d2,53394.0
2f2c79b549,69214.0
15dc519b8e,12716.0
4abc4bf983,7775.0
b880481906,33165.0
2eadd378e5,53935.0
9152dbd707,1942.0
0dc22bc93c,82415.0
a60119110e,48334.0
a5dc1761c4,22554.0
519829f50b,46394.0
8c510b26bc,53920.0
83800b0386,28330.0
9911a0aa20,89400.0
b389bf27e9,79876.0
eb4379765e,
cc08ac2522,88276.0
03c36e81d2,28964.0
fd273c0522,82208.0
34833d3648,48579.0
249334b380,
6eb1628031,73313.0
46bc652e46,14975.0
18dcadbd3a,72560.0
72cf6440cd,34647.0
8ae89553bd,67264.0
18783068ed,46010.0
47f1169760,67614.0
ab9022348d,48500.0
2925fa7268,57301.0
9be9b3856f,63657.0
733f93a800,79607.0
87822bc36a,14965.0
7bb1f00dd7,76197.0
96389b1fec,21361.0
9c39477009,49568.0
1246d396d0,87804.0
34e9d91e9e,31080.0
dec601c23a,67100.0
f3d11ef5a0,49442.0
fa37e73dc7,
c8bebd1a0e,86708.0
a2cba83cf0,14579.0
b93f22fbb5,28449.0
37d755741d,4371.0
148ffa70cb,72354.0
c1cfc00018,21317.0
9addc19ed8,27405.0
dbacd39a11,10811.0
60abb30152,67400.0
8274aba560,16994.0
ebb82b2ea5,
30900ab59d,53340.0
32f6920633,30880.0
68626f9dfa,51467.0
37ff95991a,85321.0
038501abbe,88483.0
5abe7988f6,12363.0
67c6a40c39,47253.0
85d0ebf199,49523.0
586669e015,60025.0
1d8b52a2c6,69223.0
61adc99680,88285.0
aa8145c61d,40672.0
9363d9f85d,
ace3504e65,26172.0
0d8ad8e597,85470.0
04f10aa537,68870.0
e9a23a44c7,46447.0
ef8e9498ba,48613.0
84bd132d46,65229.0
442097d90b,41636.0
ecb32c89af,65439.0
cc132b1399,14551.0
87e13a0fc9,27243.0
fa1c717262,58809.0
c01129cb88,16850.0
d1813fd486,48583.0
7c72a187ac,49735.0
4e7d600e91,13491.0
d4fc1bf56b,56341.0
6d01f90c74,71803.0
6faf4f91a0,14574.0
dc341b8756,65972.0
90cfad5841,24860.0
6de40e8449,28275.0
cf56ef5300,44337.0
942933d265,
33f18a21a3,3166.0
be0094e701,97451.0
943b41f7c0,9211.0
1d7f5dfcf4,71136.0
a70cc8c7d9,23812.0
a6f6c5a0ff,13640.0
f773bb4909,49513.0
b936f6af0b,41165.0
888152b53c,21312.0
16516d8a9e,47213.0
c577d3a1c8,14527.0
378364d06c,
885949e08d,79466.0
11f869fbd7,49520.0
5378554ce3,95586.0
75f50678a2,21299.0
ed10f6395f,
769a689d6a,46509.0
7e1281b484,40681.0
5a7fa58e25,14721.0
8cb66cbdf5,41147.0
975f043c9a,33822.0
7f6d4ca2eb,26924.0
af75d1ca62,67382.0
a5fde5f56c,13725.0
b27d010ac0,
6130c0cb92,4935.0
1908393f9c,68273.0
03f14f45e6,57328.0
f84e68b35a,64415.0
b5f028aec4,15470.0
43f4d72142,14612.0
37bc62e427,65241.0
b83a695c9f,15053.0
60f3e88502,
fe82789e93,14109.0
76b4121716,63806.0
49939a109a,31536.0
8d363c4711,91621.0
7a49f5abe3,81528.0
195c3e276e,24655.0
2c07bb4b61,42190.0
a5add57810,18590.0
0c5ba2d22b,72502.0
0f301569a5,23628.0
a5b9846dcf,15470.0
25f38bc58f,70499.0
dd3da93426,
3ba1ed7ff6,46641.0
280acaa87a,33409.0
071efcc30e,7827.0
4e74e03d43,27388.0
fe22b9a847,15016.0
c47c22cec6,26131.0
922459b2e5,12662.0
95727bbedb,
d3ba29925a,29722.0
d78bc05a57,93185.0
61863cc08f,55277.0
1ff2ed4214,7793.0
522db9a5f3,49427.0
2ddd00f734,81520.0
2ecc831f48,91155.0
6c07e73a90,28376.0
766363962e,31208.0
e1bfd6a256,85145.0
401c4729fa,15621.0
bba564a225,52518.0
7582d22149,12731.0
a534743004,47164.0
7c52d8b1c2,71189.0
a4cb97b4ea,27483.0
f3161484b8,28952.0
3edf0ab75d,53215.0
6ab546fb61,
e2e0b5528b,46573.0
6f787e2eaa,20181.0
447caf93bf,56207.0
993eefd57e,53931.0
53ac658d33,27798.0
4dee5ff416,4356.0
6e60b97bd7,15761.0
23abd1bacc,50410.0
0ab4b087ad,7890.0
67b42ee38a,26218.0
5da797e3b8,73827.0
dbdebc5cc9,50822.0
dcaa21601d,12357.0
f8264df7c7,37223.0
3a437b0832,41492.0
a7224cfbbf,15581.0
9a6ae31706,19386.0
85f29c0edd,74670.0
fbd874a289,58893.0
4e715b5adf,21380.0
7ea8e192fc,45585.0
17ec3fcb5b,15411.0
5503136250,97847.0
48118735f7,67118.0
5c019d77b2,
90e1ca9829,
fad40c3893,39551.0
9386a9c721,78599.0
1fdf8df50e,46354.0
199dfb7c37,48252.0
6596060cdf,13495.0
75fbbc444a,55300.0
57c1a7edd4,12400.0
73d1eef2cf,69283.0
31c1bdd159,53902.0
166fce86f7,
c15eea9247,75209.0
fd6961a945,49741.0
33d872c0d0,39246.0
3514335446,50301.0
d1a68cee9a,21282.0
f1821c811b,83330.0
fef47089e5,91679.0
79a6079c0d,41811.0
634bceb57f,97901.0
13a3df8570,58409.0
406ce9f1fe,
cdd7fb57d5,13518.0
7edbc7ecc3,32069.0
76deaf6c3f,59807.0
62a3ad19dc,
6e531d55df,
a1c054b010,56347.0
6945d749ea,32394.0
c4307a63f6,58535.0
0fab985c07,23628.0
48aaab24da,64652.0
07429d090d,63681.0
b1995e0f34,
ef4c21029b,14974.0
f4861c5ecc,16347.0
34b18a24f8,19302.0
b26a56592d,64633.0
b9a05ab292,15783.0
fda2aadd62,
8c35a436e6,70882.0
855080b16e,35753.0
335689fe0c,49846.0
283dce226d,48322.0
f9836e32cb,39580.0
ce57bf116d,41106.0
ac82540063,14495.0
192b29a05e,81752.0
2d13f1b716,12405.0
8a218a2f39,23754.0
418d7510ec,48353.0
b2c00e303f,
f4ce6f5f22,1547.0
0ecae896d6,41479.0
4c1012fdd1,21291.0
10bd1f955d,10814.0
ee8ada3c76,14178.0
bb397082b3,22492.0
f21ad4968e,69547.0
8d74f840e4,34500.0
28c0f4a62c,45183.0
40e7b0dc88,27432.0
9246558255,21077.0
1603fb6a68,21722.0
5823ebfa8f,60500.0
465aff387f,
270bf93bcb,10826.0
b71a827df1,87539.0
b99014e182,58854.0
a4cdb6cca9,70552.0
e756a58c67,29372.0
76b572c65a,17268.0
ffa67b4775,33197.0
19e58e1d59,72621.0
d13ef6996f,29676.0
8bf1deaee6,14278.0
8dca595a43,56077.0
998c1558fe,88380.0
d6f219da00,85313.0
6adeacdd4e,84140.0
263d356675,86620.0
4c3192aab0,
38f307f5a2,
dec6e6fbc7,49432.0
fe6cc41e71,72072.0
13c65b5a3e,
f6459093f6,38544.0
1e4f85bdad,60495.0
359215a0ee,19293.0
270f19a6f4,21570.0
d911c3cb1b,56312.0
e71f792bb3,29757.0
8559b66937,30886.0
9d0780e692,18646.0
4de7e4510c,27225.0
636b98f181,4867.0
beb2828d7b,87605.0
de5b734532,63778.0
63b21b954f,71770.0
4f0d0d79f9,26220.0
efca036b5f,48500.0
85c973154b,
3651b9ff1e,
45c7227c77,39192.0
e5d44a362e,48373.0
30df9b10f4,25613.0
adfc5d2619,38631.0
e02bff387c,72483.0
fe519aad7e,61484.0
d5c46dc650,63627.0
524c90c4e9,70269.0
c0e600fac2,96548.0
8684a5cf46,50459.0
49500abdb8,29463.0
f32d16a0a5,44830.0
084790349b,89407.0
8e35ceb38c,42130.0
b4b8a5bb4d,83113.0
